Actors,x,y
Paul_Hartman,0.3434088164653765,-0.8740579819789277
Grace_Hartman_(actress),0.3358551542282863,-0.8563575168183293
William_S._Hart,0.5474358273184269,-0.6820083498572749
Winifred_Westover,0.5523972253250108,-0.6793313830599849
Ted_Hartley,-0.3896052262042946,0.6856217693510324
Dina_Merrill,-0.39146634737606456,0.6794753173740913
Justin_Hartley,-0.5656455866738385,0.5597367006913635
Lindsay_Hartley,-0.566658578275526,0.5539790750855473
Chrishell_Stause,-0.5753002115127086,0.5696780383897907
Joshua_Harto,-0.6817808366104152,-0.5519185339267904
Liz_W._Garcia,-0.6867309359991703,-0.5496090566987847
Marshall_Neilan,-0.7762136618548081,0.28018683986743426
Jessica_Drake,-0.12061390601473386,0.2537519366101378
#cite_note-imdbBio-4,-0.1332148744470171,0.2585818371388897
Gregory_Harrison,0.7852032678335916,0.2962899504226187
Randi_Oakes,0.7859074135867536,0.30187660956335277
Peter_Lind_Hayes,0.35467632513526864,0.8131738680230108
Mary_Healy_(entertainer),0.36417109147875687,0.8324758824240216
Jay_Hernandez,-0.19559570176640179,-0.8176080663113129
Daniella_Deutscher,-0.19756023302337913,-0.8276663364189557
Justin_Herwick,-0.4190148602718178,-0.7976885982793084
Nicole_Eggert,-0.42541592182851473,-0.8101629707055997
Arliss_Howard,0.36877449464091655,0.8999015965982893
Debra_Winger,0.36211028690528485,0.8845476905582392
Charlton_Heston,0.49747543310036035,-0.7942745281198147
Lydia_Clarke,0.501580356862137,-0.8009033743496629
John_Houseman,-0.7000447484257418,0.5331152201230707
Zita_Johann,-0.6864471497145823,0.5222026710865499
Robert_Horton_(actor),0.05308611092252526,-0.7737601928176406
Barbara_Ruick,0.04752927172723675,-0.7701512966793898
Peter_Horton,-0.78282968877677,-0.038117777159580896
Michelle_Pfeiffer,-0.7713486684319485,-0.039235427930979005
#cite_note-NYT_Obit-1,-0.6753656395669468,0.5131727943538252
Jeffrey_Hunter,-0.08850697462809952,0.2873185395399951
Barbara_Rush,-0.07982331065050695,0.29058245265361626
Emily_McLaughlin,-0.09599472598847214,0.2939697035222422
Jonathan_Jackson_(actor),-0.35739960444600233,0.8224214899843396
Lisa_Vultaggio,-0.3539747836825769,0.813404775353936
John_Williams,0.04690040162199736,-0.7805848295347939
Warren_Cowan,-0.07490624146612652,0.29999707043419255
David_E._Kelley,-0.7776618945190101,-0.04352447992716729
Sam_Jaffe,-0.7378626978083809,-0.07455202221362728
Bettye_Ackerman,-0.7396043230393038,-0.06917356783894885
Robert_Lansing_(actor),-0.10074507630480722,0.302069876123892
Barry_Jenner,-0.3430301173657783,0.6465914712283828
Susan_Harney,-0.338534402484423,0.6390588107384406
Arthur_V._Johnson,0.8256057829889395,-0.5362506431736556
Florence_Hackett,0.8307703318884121,-0.5334793864196656
Josette_Banzet,-0.07222307281176743,0.31028933943145615
Joe_Jonas,0.6111632993090281,-0.5341943448552032
Sophie_Turner,0.6048640671963452,-0.529541257382844
Tommy_Roe,-0.07089191618988074,0.32038880327461194
"Jeremy_Jordan_(actor,_born_1984)",-0.8983863992894772,0.035151420983610425
Ashley_Spencer_(actress),-0.8979909984190113,0.029380108289550254
Spike_Jonze,-0.7906008223980643,0.3531925951782461
Sofia_Coppola,-0.7726794200848356,0.3459444321467559
Richard_Jordan,-0.8486219555229347,0.1470865682820937
Kathleen_Widdoes,-0.8567830735425892,0.14918461713578487
Tom_Kenny,0.3858816182813288,0.749680025793527
Jill_Talley,0.3797422930919562,0.7394170413718114
Martin_Kosleck,0.10652992673037437,-0.7668005904029851
#cite_note-EvMlautNYPL-1,0.10504006011149966,-0.7607294480000495
Richard_Kollmar,0.721129059642636,-0.37291292543935434
Dorothy_Kilgallen,0.7276226829703334,-0.3703679493944697
Anne_Fogarty,0.7243397035934586,-0.37935520612369916
Ben_Koldyke,-0.8889397506344057,0.24523323351153287
Maggie_Lawson,-0.8995861903238248,0.2475625608247663
#cite_note-divorce-1,-0.8757655802620806,0.24204232859575994
Jeff_Kober,-0.4603355498894797,0.8111221524397477
Kelly_Cutrone,-0.46534783775018834,0.8142852115054737
Andrew_Kober,0.5262545370426317,-0.7111405931314415
Farra_Kober,0.5342376822881576,-0.721938664120929
Michael_Landes,0.7554860930655055,-0.11246109754700992
Wendy_Benson,0.752411166601257,-0.10765404963084435
George_Larkin,-0.21808507229227111,0.8096238604550046
Ollie_Kirkby,-0.21561336428149766,0.7988339957853559
Fernando_Lamas,-0.06100550329870081,0.10504681361487897
Arlene_Dahl,-0.07852171003143624,0.08380167836089772
Esther_Williams,-0.050282589461724016,0.1242567505767651
Lorenzo_Lamas,0.7172518313205108,-0.0039021357982758145
Kathleen_Kinmont,0.7186882306121917,0.0037513836604009805
Shauna_Sand,0.7255773621614544,-0.007636310214890613
Richard_Lawson_(actor),-0.01812680408804768,-0.01276585644448095
Denise_Gordy,-0.006440458268529978,-0.0193306796044743
#cite_note-ANN-1,-0.0186030909515244,-0.003937968309960803
Tina_Knowles,-0.030196745840287177,-0.006303998621418153
Marc_Lawrence,0.10345581525537913,-0.6827866477279956
Fanya_Foss,0.10678554195172894,-0.6761304722215178
Martin_Lawrence,0.7415294007895958,0.48633310056796
Patricia_Southall,0.7443778121944393,0.4913160551720263
Matthew_Lawrence,0.8790180345569121,-0.015345388747742727
Cheryl_Burke,0.8740087232855663,-0.012721234263495591
Ben_Gage,-0.04547486421435924,0.13806625247452503
Lex_Barker,-0.10019531820068354,0.061069070647878414
Jere_Burns,0.7276763879057109,0.00685324994503438
Alexis_Lichine,-0.07167970259648156,0.09032117616544343
#cite_note-ANN-2,0.0014637455770815293,-0.02332850964176438
Mathew_Knowles,-0.03905039964167078,-0.002969062702241424
Bruce_Lee,-0.8444906693639245,0.3813803275104106
Linda_Emery,-0.8637769748807608,0.3894633585122829
Edward_Dahlberg,0.11320626965561743,-0.6785727296633884
Andrew_Levitas,0.30899088754736226,0.780205346345633
Katherine_Jenkins,0.3125051921989519,0.7757879428728638
Ed_Lin,-0.6415651231959729,0.6482782600681657
Cindy_Cheung_(actress),-0.6355859845723433,0.6408961197498015
Richard_Libertini,-0.16972503562860508,0.7121650961208729
Melinda_Dillon,-0.17200461027805722,0.7211897995169685
Sheldon_Lewis,0.5515927688468137,-0.8045420985662005
Virginia_Pearson,0.5649011168991838,-0.8240045518902723
Eddie_Little_Sky,0.8714746744160424,-0.3701840305400006
,0.8545974475249958,-0.36343949017211435
Joe_Lo_Truglio,-0.40251967848939346,-0.9288275631358659
Beth_Dover,-0.39457643248862356,-0.9092657901666606
Calvin_Lockhart,0.24223489244356056,-0.9055567490033276
#cite_note-JET2-1,0.2396241099413406,-0.9116697186727353
#cite_note-JET3-2,0.24716481425130912,-0.9188121693601724
Gene_Lockhart,-0.24766394806516498,0.7983601305629531
Kathleen_Lockhart,-0.2525912792178402,0.812750618120411
Aaron_Lohr,-0.7164627080046627,-0.2277174642144019
Idina_Menzel,-0.7264558945082674,-0.2313283730590981
Jason_London,-0.48163129698171214,-0.6371606228134331
Sofia_Karstens,-0.4761771041079266,-0.6373743826058174
Bert_Lytell,-0.38287397568189985,-0.9015942555140974
Claire_Windsor,-0.37911438037705253,-0.8906311112732633
Ben_Lyon,-0.18239746130596485,-0.46167774977258796
Bebe_Daniels,-0.18265250061724025,-0.47094931528101996
Marian_Nixon,-0.1895872220775883,-0.4586675559030219
Cliff_Lyons_(actor),-0.019693021238900557,0.8080015004125918
Beth_Marion,-0.02010960207749341,0.8208329609985543
Jeffrey_Lynn,0.25863023457495915,0.1320292344371296
Robin_Chandler_Duke,0.2617166807446129,0.1265025100485614
Philip_Charles_MacKenzie,-0.13316749606360156,0.8539449683011622
Linda_Carlson,-0.13009772952575568,0.8361760121521585
Alison_LaPlaca,-0.13644617438095077,0.8717005761600706
Angier_Biddle_Duke,0.2702546013105379,0.12999007416749356
Guy_Madison,0.7747263331411951,0.3295299316476917
Gail_Russell,0.7802656631995976,0.32959366658485456
Jock_Mahoney,0.13971511754601362,0.8737025567587023
Margaret_Field,0.14238754624335417,0.892568824330375
William_H._Macy,0.8100255204457797,-0.3545164162803716
Felicity_Huffman,0.8078249657382762,-0.35975349089065867
William_A._Seiter,-0.1962893751138254,-0.4654281939370091
Kipp_Marcus,0.7702673238565181,-0.1978415327681563
index.php?title=Alice_Dylan&action=edit&redlink=1,0.7816070146851523,-0.20114956462411404
Fredric_March,-0.7413600394778291,-0.15985554405141075
Florence_Eldridge,-0.7326394243696063,-0.1578695402628015
Terrence_Mann,0.7300222756939564,0.3643874988982429
Charlotte_d%27Amboise,0.7421598281228831,0.3703873156663686
Kevin_McCarthy_(actor),-0.7794373887280515,-0.3848615761691081
Augusta_Dabney,-0.7966822043811781,-0.39326819708518757
Donald_May,0.8484326498649777,-0.17378054434306567
Carla_Borelli,0.8447756136463973,-0.16968610922981758
Ted_McGinley,-0.3551640323504071,-0.8252151750540708
Gigi_Rice,-0.3602234107150144,-0.8365300357991391
Charles_McGregor,-0.7982129481000881,-0.2787552026379435
index.php?title=Carolyn_Pryor&action=edit&redlink=1,-0.7950029715236406,-0.2835937399723738
Gerald_McRaney,-0.8901913468452679,0.11902163372907858
Delta_Burke,-0.886362067312612,0.1231722228821529
Mo_McRae,0.9234837753171834,-0.11185718258199531
Lex_Scott_Davis,0.9021243783002729,-0.10954486459227075
Robert_McQueeney,0.8624928920737626,-0.4146261746628641
Patricia_McQueeney,0.8643770559706933,-0.40633109329251943
Tim_McGraw,-0.5911784444911705,0.5942779422497068
Faith_Hill,-0.6021678549410786,0.6045323810005591
Charles_Middleton_(actor),0.0917936124264876,-0.8356944505376698
Leora_Spellman,0.09345807984254063,-0.8522577181594406
Steve_McQueen,0.12696803365435422,0.21648281411994016
Neile_Adams,0.13520220967052884,0.2239637080071556
Ali_MacGraw,0.1149984249734007,0.2173810798504505
Barbara_Minty,0.1359047490445715,0.21604235541192798
Edward_McWade,-0.8257391510958542,0.24696862207640013
Margaret_May_Fish,-0.8296550984113612,0.2432075178261788
George_Mitchell_(actor),0.28115454987578414,-0.8414357928605593
Katherine_Squire,0.28724301095457627,-0.8582542155695471
Millard_Mitchell,0.6910381412566136,0.5586535088491752
#cite_note-mmitbd-1,0.7063086949426575,0.5703323390029672
Martin_Mull,-0.7816424431085824,-0.3535304344521127
Wendy_Haas,-0.7886785581622069,-0.3552930405002322
Robert_Evans_(producer),0.10726720759685542,0.22748001773932613
Fred_Niblo,-0.10936962545193384,0.8486950418337339
Four_Cohans,-0.11033976468216239,0.8386765282925123
Enid_Bennett,-0.10770526105787347,0.8580030050504022
Sharon_Hugueny,0.11187329387284942,0.2329744676810015
Camilla_Sparv,0.11675426665901735,0.23513409368301316
Phyllis_George,0.11173296670029062,0.2408619444527195
Catherine_Oxenberg,0.09454189453507178,0.2326411719679102
Dustin_Nguyen,-0.0836695058036761,0.8426275208244715
Angela_Rockwood,-0.08528535793281687,0.8596899855494243
Bebe_Pham,-0.08291526259086308,0.8269074749760045
Alessandro_Nivola,0.4791564859236163,0.8282997446957988
Emily_Mortimer,0.49054202498793714,0.8470219499680706
Robert_Evans,0.09117149457399082,0.24304045509228922
Annulment,0.09723025140632191,0.24371600937351434
Casper_Van_Dien,0.08684216138035566,0.23666594299975294
John_Y._Brown_Jr.,0.11682953880760696,0.251749551707398
James_O%27Neill_(actor),-0.28801469407765246,0.8265695871197404
Ella_O%27Neill,-0.2849832160073076,0.8177073708505739
Ryan_O%27Neal,-0.6849144890732455,0.14326982291806303
Joanna_Moore,-0.6901145031563632,0.13859460727079687
Dave_O%27Brien_(actor),0.7687305084997617,0.3912645111844731
Dorothy_Short,0.7775086855898763,0.3957819976943482
Leigh_Taylor-Young,-0.6942334023424727,0.14711590906767405
Afemo_Omilami,-0.7929072452980863,0.22224994175057303
Elisabeth_Omilami,-0.8025995968125984,0.22503092312794626
Morocco_Omari,-0.9457673641234483,0.20478411813604147
JoNell_Kennedy,-0.9241718744169544,0.2005073623017415
Patton_Oswalt,0.4713694604871585,-0.6837883195846042
Michelle_McNamara,0.4612344461509428,-0.6686128329369906
Meredith_Salenger,0.4797919992939977,-0.6961295363323823
Josh_Pais,-0.05456098462573724,0.7447068704899797
Lisa_Emery,-0.051553144614211004,0.7532748037572007
Marie_Forleo,-0.05854098961452855,0.7541243365832107
Dennis_Patrick,-0.4498646322916661,0.8748759201551664
Barbara_Cason,-0.44057064651408034,0.8569855001695159
Ravi_Patel_(actor),-0.815166109829239,0.2920870079326987
Mahaley_Patel,-0.8258575338620678,0.29619479359774303
Mandy_Patinkin,0.6733668251181602,-0.5410847487509327
Kathryn_Grody,0.6799124051700642,-0.5460947839529106
Adrian_Pasdar,0.8355428537421461,0.21172374647259473
Natalie_Maines,0.8304124059026439,0.21358994885986196
Steven_Pasquale,0.6628652408166549,0.4121491715660088
Laura_Benanti,0.6689789641656961,0.41525267001312666
Phillipa_Soo,0.6574492572366325,0.41471722761402635
Jordan_Peele,-0.8218921735332215,-0.357986431224142
Chelsea_Peretti,-0.8282851222969466,-0.3605156122612396
Anthony_Perkins,-0.8718345759855581,0.05750274831632422
Berry_Berenson,-0.8834386173286282,0.05802161308873529
David_Hyde_Pierce,0.7930141174484479,-0.16152426287399754
Brian_Hargrove,0.7837145409030435,-0.1591254263664958
Chris_Barron,0.6779906209115467,0.42118372474752175
Jack_Pickford,0.7729911757632056,-0.26445490264986016
Olive_Thomas,0.7827236723034807,-0.26945631580859764
Jonathan_Penner,-0.4557046119197489,0.7266613997284128
Stacy_Title,-0.46023993516821365,0.7229092859881368
Marilyn_Miller,0.7787027458145597,-0.2610313598567217
Vic_Polizos,0.6030958491710365,0.7827970584262421
Christine_Estabrook,0.5900074214810915,0.7659845786064332
Dennis_Quaid,-0.6647692283802742,-0.39837570691183516
P._J._Soles,-0.6632314868857624,-0.4054777435788238
Meg_Ryan,-0.6746915964112717,-0.40141057933619273
Randy_Quaid,-0.7435838526586048,-0.38442453552181854
Evi_Quaid,-0.7536046914705682,-0.3894203068759441
#cite_note-THR-1,-0.46583543446869347,0.73059084968046
Anthony_Quinn,0.4175247363083682,-0.7399630452528755
Katherine_DeMille,0.42519898103837334,-0.7530653910162542
Guy_Raymond,-0.7803369073199222,-0.488167969345776
Ann_Morgan_Guilbert,-0.7654960276970029,-0.48023022197376747
Aidan_Quinn,-0.450661662519074,-0.782390286835484
Elizabeth_Bracco,-0.45157021334897757,-0.7880966108737669
Adam_Rayner,0.8874254970979197,-0.22667143343459287
Lucy_Brown,0.9080274062860998,-0.23167538214457314
Keith_Reddin,-0.8144769173338303,-0.3230720213797145
Leslie_Lyles,-0.8223697544166115,-0.3259178792441386
Bert_Remsen,-0.6106596668529373,0.41145135824820434
Katherine_MacGregor,-0.6164906587136332,0.41142050666704066
Wallace_Reid,0.474870806998176,-0.8213213095462369
Dorothy_Davenport,0.4654082206211886,-0.8054370054514531
Joseph_D._Reitman,-0.3299270168484702,-0.7643783080470776
Shannon_Elizabeth,-0.32321718304711455,-0.750406231687077
George_Eckstein,-0.7498286363319207,-0.4727695901220941
Rob_Reiner,-0.7154825464951623,-0.5280685547166956
Penny_Marshall,-0.7063806631711326,-0.5210106510826327
Carl_Reiner,0.40827210102560374,-0.8339415702231915
Estelle_Reiner,0.39839444156369963,-0.8148877124546694
William_V._Ranous,-0.7694843996425214,0.004404614111651258
Dora_Knowlton_Ranous,-0.7736469677804916,-0.0001555250701988162
Inez_Ranous,-0.783697036979946,0.004628190884636259
Patrick_Reynolds_(activist),-0.503257951564674,0.46826361967350233
#cite_note-marries-1,-0.5017045440026154,0.474926169672211
#cite_note-mother-2,-0.511321562277736,0.4721024198698357
George_Robotham,0.5508413297751343,-0.5995327838570271
Karin_Dor,0.5419336074961616,-0.5893756242134618
Gilbert_Roland,0.180733270949932,-0.04717174630619084
Constance_Bennett,0.1728434353269994,-0.04262586505389587
Eli_Roth,0.8181795733796353,-0.21859794627036558
Lorenza_Izzo,0.8211809550023467,-0.2140243262462794
Albert_Russell_(director),0.20311234657989966,0.8846388050680134
Vola_Vale,0.20670798673447066,0.9052648290587446
Paul_Rust,0.2575750528253743,0.806887959546728
Lesley_Arfin,0.2603117214685775,0.8132629132866062
Wyatt_Russell,-0.26286759637358803,0.7987205937447052
Meredith_Hagner,-0.2658171324005324,0.8046454790393727
Kurt_Russell,-0.12798207404747353,-0.8115655152362252
Season_Hubley,-0.1269613344320128,-0.8035597096299149
Charles_Russell_(actor),0.6740683366968983,-0.47458553324786623
Nancy_Guild,0.6611341812686526,-0.4661253879149361
Albert_Salmi,-0.6280948766920889,-0.7456351246555721
Peggy_Ann_Garner,-0.6309883516619283,-0.750955271321059
Tim_Ryan_(actor),-0.7645968012138314,-0.5454218958676508
Irene_Ryan,-0.747429646922724,-0.5333333419598365
Fritz_Schade,-0.1130162825673573,-0.8619476429497754
Betty_Schade,-0.11069367291239586,-0.8456392769673973
Vincent_Schiavelli,0.13612037577636443,0.839417425695186
Allyce_Beasley,0.13196261703675546,0.843313115299103
Richard_Schiff,0.7219475411082281,-0.40655956575724256
Sheila_Kelley_(American_actress),0.723357657726525,-0.4010651677705916
Richard_Schaal,-0.4754378203446415,-0.7072373345700371
Valerie_Harper,-0.47827562028127096,-0.7023077477192617
Travis_Schuldt,0.5794103951249886,0.8311951085543117
Natalie_Zea,0.5693659177601771,0.8168229516336198
John_Schuck,-0.4322505723831013,0.9035835802473116
Susan_Bay,-0.42588588441287506,0.890365861768213
Dwight_Schultz,-0.7685250734863455,-0.32138691712553846
Wendy_Fulton,-0.7566542090617399,-0.3168899088656154
Ernest_H._Martin,0.650895225865118,-0.4600851277577201
Stephen_Schneider_(actor),0.3406430597457857,0.859129802628971
Jenn_Proske,0.3346820256203518,0.8446344040506424
John_Schneider_(screen_actor),-0.6907644431721024,0.7653334904865644
Tawny_Little,-0.6953617934869709,0.7617736928861141
Dan_Schneider_(TV_producer),-0.43768968834942085,0.7389622552268472
Lisa_Lillien,-0.4406420782985255,0.7343837032001905
John_Shelton_(actor),-0.3627973113786008,0.3095952864170075
Kathryn_Grayson,-0.3637002726583361,0.30273086449411973
Barry_Del_Sherman,0.6285791765903186,0.2688705044224844
Alexandra_Powers,0.6359895726792192,0.27593642794140616
#cite_note-EW-1,0.6311151729485199,0.27405479153086143
index.php?title=Georgina_Reskala&action=edit&redlink=1,0.6376784735437581,0.2668755380104576
John_Shea,-0.7304023453062007,0.43676159238645185
#cite_note-Hollywood-1,-0.7379205412189724,0.44115321657796985
Robert_Shayne,-0.4919854044005064,0.5333054768530516
index.php?title=Elizabeth_(Bette)_McDonald&action=edit&redlink=1,-0.5018943528994517,0.5389238818599507
Taylor_Sheridan,0.21995783478038944,0.7692200526934817
Nicole_Muirbrook,0.21748162778359795,0.7627547503365973
index.php?title=Mary_Sheffield&action=edit&redlink=1,-0.4969433021288517,0.5432217820585455
index.php?title=Mary_Crouch&action=edit&redlink=1,-0.4860323615087399,0.5312580178992217
John_Sharian,0.06958449102417615,-0.8493062498148025
Tara_Fitzgerald,0.06897494269656458,-0.8348725383120955
Johnnie_Johnston,-0.3716565316026042,0.30426524681762246
Sam_Shepard,0.2698963222283348,-0.8113945519316752
O-Lan_Jones,0.2740242068297141,-0.8239956324432207
Craig_Shoemaker,0.15056465600637603,-0.38518134837197066
Nancy_Allen_(actress),0.14842963491330652,-0.37537007027679864
Christian_Wagner,0.22204416679856415,0.7777535703317066
Henry_Simmons,-0.006967356239900372,-0.8787286607623337
Sophina_Brown,-0.012254294890245331,-0.8803830689213722
Jeremy_Sisto,0.35483155037195546,0.7066138125329235
Marisa_Ryan,0.3556786927331482,0.7125352131415005
Alex_Skuby,0.5629978073414141,-0.5723260137542459
Mo_Collins,0.5749938004073906,-0.584587153292299
Brian_De_Palma,0.14650319283216282,-0.3639836505995957
Cotter_Smith,0.582361476434892,0.32968024150693254
Mel_Harris,0.5752813153884809,0.32235039566151286
Gale_Anne_Hurd,0.14343210133280057,-0.3508915489512061
Phillips_Smalley,0.8855299744469699,0.25266026533317576
Lois_Weber,0.8882896583909788,0.25766946150507003
James_Cameron,0.1459997591063733,-0.33673258897712083
Jonathan_Hensleigh,0.1405650146553156,-0.36037840409049093
Kathryn_Bigelow,0.14002252407066992,-0.3411627994163059
Linda_Hamilton,0.15508632328508803,-0.3295443657595534
Suzy_Amis_Cameron,0.15228082154920666,-0.34454604568057673
Arnold_Stang,0.16172346061805384,-0.9019007878836682
#cite_note-Weber-1,0.15875496279966103,-0.8829165053920138
John_Stamos,0.40604050929166563,-0.6152996563843806
Rebecca_Romijn,0.4066252137933413,-0.6230490175928336
Caitlin_McHugh,0.41331824570801345,-0.616884500115468
Josh_Stamberg,-0.6786287621405105,0.20592197841111437
Myndy_Crist,-0.6728187554772244,0.2042741117342078
Richard_Stahl,-0.4323702833728487,-0.739399293053124
Kathryn_Ish,-0.4361671620073552,-0.746800704874114
Sylvester_Stallone,-0.5344527627248697,0.1398028630676105
Brigitte_Nielsen,-0.5330454878214156,0.14750705722944882
Jennifer_Flavin,-0.5435314603244886,0.1378499474444479
Bruce_Abbott,0.1660637035962832,-0.3334635714839742
Sebastian_Copeland,-0.5406779654471973,0.15259242336795698
Kathleen_Quinlan,0.17435032509669457,-0.3397932051915298
Jerome_Storm,0.8673565233716896,-0.30486373632207636
Mildred_Richter,0.8506149532497544,-0.2977595778701069
Jason_Sudeikis,-0.16641182920700062,0.799257897324617
